类别,类别名,页数,武器名,武器介绍,武器星级,攻击,会心,武器详情url,武器图片url
8,骑枪,1,星枪 主序星,弱化版的人马座，但对于不灭星锚来说。依旧是非超限武器的最佳选择。,5,287,11,http://www.3rdguide.com/web/arm/detail?id=255,http://static.3rdguide.com/image/data/uploads/all/202011/a86e457784c.png
8,骑枪,1,永寂之赫勒尔,月魄标准的毕业武器，被动显著提高暴击率，主动则一般在开大时使用，可提供高额爆发伤害。（没得选）,5,287,21,http://www.3rdguide.com/web/arm/detail?id=240,http://static.3rdguide.com/image/data/uploads/all/202004/1dd241dfca9.png
8,骑枪,2,晨曦荣辉,荣光标准的毕业武器，拥有高倍率的火伤投技主动，以及稳定的火伤加成，一把中规中矩的角色适配武器。,5,287,21,http://www.3rdguide.com/web/arm/detail?id=235,http://static.3rdguide.com/image/data/uploads/all/202003/777d9e7d703.png
8,骑枪,2,黑渊,肝物,5,275,29,http://www.3rdguide.com/web/arm/detail?id=279,http://static.3rdguide.com/image/data/uploads/all/202108/1f2fd9d32dc.png
8,骑枪,2,耀星,主动物理伤害，被动火伤加成。和荣光、月魄的专属相比，都有着较大差距。如果不追求强度的话，可以考虑一把顶两把用（不推荐）,5,275,29,http://www.3rdguide.com/web/arm/detail?id=237,http://static.3rdguide.com/image/data/uploads/all/202003/d469a2a9a16.png
8,骑枪,2,等离子长枪,逆熵采用等离子技术研制的骑枪，虽然看似缺少了用于突刺的尖刄，但却能通过电离效应在短时间内爆发出极强的穿透力。,4,161,28,http://www.3rdguide.com/web/arm/detail?id=241,http://static.3rdguide.com/image/data/uploads/all/202004/39255a6e397.png
8,骑枪,2,骑士枪,尖锐的长柄型兵器，一般在战斗中用于投掷和突刺。虽然枪身无锋，但若是使用得当，便可轻易刺穿对手的防御。,3,124,10,http://www.3rdguide.com/web/arm/detail?id=242,http://static.3rdguide.com/image/data/uploads/all/202004/2502135eb6d.png
9,弓箭,1,真我之境·无瑕回归,她将她的善，她的美，她的光，赠予那些新生的人类，为陌生的旅人带去了这份真我的希望。,6,441,19,http://www.3rdguide.com/web/arm/detail?id=310,http://static.3rdguide.com/image/data/uploads/all/202208/5b6b0e1fd22.png
9,弓箭,1,往世的飞花·爱之诗,大花花,6,412,41,http://www.3rdguide.com/web/arm/detail?id=281,http://static.3rdguide.com/image/data/uploads/all/202108/6dd496d1304.png
9,弓箭,1,真我之钥,她用她的箭，她的花，她的爱，唤醒这片枯萎的大地，在世界的尽头建造起那座无瑕的乐园。,5,299,12,http://www.3rdguide.com/web/arm/detail?id=309,http://static.3rdguide.com/image/data/uploads/all/202208/84d77d99946.png
9,弓箭,1,影夜栖羽,崩坏第一火弓,5,292,17,http://www.3rdguide.com/web/arm/detail?id=283,http://static.3rdguide.com/image/data/uploads/all/202109/84497250500.png
9,弓箭,1,蔚蓝耀斑,逆熵实验室最新研制的武装之一。,5,287,11,http://www.3rdguide.com/web/arm/detail?id=299,http://static.3rdguide.com/image/data/uploads/all/202203/987a4a1054a.png
9,弓箭,1,往世的飞花,花花,5,287,19,http://www.3rdguide.com/web/arm/detail?id=280,http://static.3rdguide.com/image/data/uploads/all/202108/624d17acb70.png
9,弓箭,1,幽夜华尔兹,皇女专属武器，相较肝物弓箭，幽夜华尔兹超高的额外倍率，可大幅提升角色的输出强度和爆发能力。同时也是皇女作为主C使用时的必备武器，没有的话还是辅助或是作为副C的好。,5,287,19,http://www.3rdguide.com/web/arm/detail?id=273,http://static.3rdguide.com/image/data/uploads/all/202106/a9e0f8b3690.png
9,弓箭,1,戴月鸦啼,五星肝物弓箭,5,283,21,http://www.3rdguide.com/web/arm/detail?id=272,http://static.3rdguide.com/image/data/uploads/all/202106/5584d1ebced.png
9,弓箭,1,轻弦,三星基础弓箭,3,127,7,http://www.3rdguide.com/web/arm/detail?id=271,http://static.3rdguide.com/image/data/uploads/all/202106/9cba1951cee.png
10,环刃,1,往世的苦囚·命之契,戒律·深罪之槛推荐武器,6,442,16,http://www.3rdguide.com/web/arm/detail?id=302,http://static.3rdguide.com/image/data/uploads/all/202204/16e356d800e.png
10,环刃,1,往世的幻梦·夜之瞳,空梦·掠集之兽的推荐武器，是亮闪闪的环刃~,6,436,16,http://www.3rdguide.com/web/arm/detail?id=296,http://static.3rdguide.com/image/data/uploads/all/202203/79a16f0881c.png
10,环刃,1,往世的苦囚,优美的环刃，拥有着华丽的纹路。,5,287,11,http://www.3rdguide.com/web/arm/detail?id=301,http://static.3rdguide.com/image/data/uploads/all/202204/1f46cc8200b.png
10,环刃,1,往世的幻梦,帕朵菲莉丝的推荐武器，灵巧的环刃武器。,5,283,13,http://www.3rdguide.com/web/arm/detail?id=295,http://static.3rdguide.com/image/data/uploads/all/202203/5249264b251.png
10,环刃,1,黯陨金秤,可通过锻造系统获取的环刃，外观精巧、一分为二时可以化作两柄弯刀。,5,272,21,http://www.3rdguide.com/web/arm/detail?id=297,http://static.3rdguide.com/image/data/uploads/all/202203/4dda24fa1b5.png
10,环刃,1,圆环双刃,轻便锋利，不同的人对它的使用方法也有所不同。,3,119,9,http://www.3rdguide.com/web/arm/detail?id=298,http://static.3rdguide.com/image/data/uploads/all/202203/1a8cea8833f.png
